"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"436","Greater Boston","PEPPERELL","MAIN OFFICE","246120004","41 LOWELL RD","PEPPERELL","MA","01463-9998","Sep-02","Landlord","9/1/2002","8/31/2022","P","P","Reimbursable","","2","10","262-264 W 26TH MGT LLC","PO BOX 181","","","SOMERS","NY","105890181","5,056","76,666","$119,800.00 ","$23.69 ","$139,400.00 ","$27.57 "
"437","Greater Boston","PINEHURST","MAIN OFFICE","246171001","880 BOSTON RD STE I","PINEHURST","MA","01866-9800","Oct-72","Landlord","11/1/2015","10/31/2020","A","A","None Specified","","","","FOUR FUTURE REALTY TRST","P.O. BOX 132","","","PINEHURST","MA","18660132","618","2,106","$13,624.00 ","$22.05 ","$0.00 ","$0.00 "
"438","Greater Boston","PLYMOUTH","CARRIER ANNEX","246239004","74 CAMELOT DR STE 21","PLYMOUTH","MA","02360-3032","Oct-87","USPS (Not Roof)","10/1/2012","9/30/2017","A","A","Percentage","","1","5","CRS LLC","106 CAMELOT DRIVE","","","PLYMOUTH","MA","23603016","16,000","270,000","$112,000.00 ","$7.00 ","$115,360.00 ","$7.21 "
"439","Greater Boston","PLYMOUTH","CENTER STATION","246239003","6 MAIN STREET EXT","PLYMOUTH","MA","02361-9998","Sep-83","Landlord","11/1/2011","10/31/2016","A","A","Percentage","","","","1620 CAPITAL LLC","579 WASHINGTON ST","","","WHITMAN","MA","23821337","1,986","2,170","$38,588.00 ","$19.43 ","$0.00 ","$0.00 "
"440","Greater Boston","PLYMOUTH","KINGSTON BRANCH","246239001","74 SUMMER ST","KINGSTON","MA","02364-9998","Mar-61","USPS","2/1/2013","1/31/2018","A","A","Reimbursable","","2","10","G T REALTY TRUST","32 DEERPATH TRL S","","","DUXBURY","MA","23322911","2,954","21,477","$55,000.00 ","$18.62 ","$60,000.00 ","$20.31 "
"441","Greater Boston","PLYMOUTH","NORTH PLYMOUTH STA.","246239002","283 COURT ST","PLYMOUTH","MA","02362-9998","Apr-55","USPS (Not Roof)","1/1/2014","12/31/2018","A","A","None Specified","","","","285 COURT STREET LLC","15 RIVERPOINT DRIVE","","","PEMBROKE","MA","23591872","1,131","1,227","$23,000.00 ","$20.34 ","$0.00 ","$0.00 "
"442","Greater Boston","PLYMPTON","MAIN OFFICE","246256001","284 MAIN ST","PLYMPTON","MA","02367-9998","Feb-55","Landlord","4/1/2014","3/31/2019","A","A","None Specified","","","","JM KANG LLC","PO BOX 94","","","PLYMPTON","MA","23670094","875","925","$18,000.00 ","$20.57 ","$0.00 ","$0.00 "
"443","Greater Boston","POCASSET","MAIN OFFICE","246273001","301 BARLOWS LANDING RD","POCASSET","MA","02559-9998","Jul-61","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N","","","S.A.A.P. REALTY HOLDINGS LLC","31 WEATHERDECK DR","","","BOURNE","MA","25323309","3,244","3,244","$47,102.00 ","$14.52 ","$56,890.00 ","$17.54 "
"444","Greater Boston","PRIDES CROSSING","MAIN OFFICE","246307001","64 THISSELL ST","PRIDES CROSSING","MA","01965-9800","Jul-63","USPS","12/1/2013","11/30/2018","A","A","Reimbursable","","","","586 HALE STREET, LLC","P. O. BOX 517","","","ESSEX","MA","19290009","725","1,200","$15,609.00 ","$21.53 ","$0.00 ","$0.00 "
"445","Greater Boston","PRINCETON","MAIN OFFICE","246324002","206 WORCESTER RD","PRINCETON","MA","01541-9998","Sep-87","Shared","9/1/2012","8/31/2017","A","A","None Specified","N","","","SLAB CITY LIMITED PARTNERSHIP","POST OFFICE PLACE RLTY TRUST","C/O WELLINGTON PROP MGMT","PO BOX 1492","WESTBOROUGH","MA","15816492","4,144","35,734","$44,387.00 ","$10.71 ","$0.00 ","$0.00 "
"446","Greater Boston","READING MA","MAIN OFFICE","246409003","123 Haven Street","READING","MA","01867-9998","","Landlord","2/15/2016","2/14/2021","E","E","Percentage","","2","10","JAMMAL HAVEN STREET LLC","175 GREAT ROAD","","","BEDFORD","MA","17302730","1,800","28,490","$0.00 ","$0.00 ","$47,520.00 ","$26.40 "
"447","Greater Boston","ROCHDALE","MAIN OFFICE","246477001","1138 STAFFORD ST","ROCHDALE","MA","01542-9998","Nov-56","Landlord","8/1/2012","7/31/2017","A","A","Reimbursable","","1","5","KENNETH SALEM","323 BRIDGE ST","","","NORTHAMPTON","MA","10602423","1,477","9,840","$16,070.00 ","$10.88 ","$16,873.00 ","$11.42 "
"448","Greater Boston","ROCKPORT","PIGEON COVE STA","246528001","165 1/2 GRANITE ST","ROCKPORT","MA","01966-9991","Jan-69","Landlord","8/1/2014","7/31/2019","A","A","None Specified","","","","CLAIRE L HOBBS","167 GRANITE ST","","","ROCKPORT","MA","19661212","1,323","3,000","$22,000.00 ","$16.63 ","$0.00 ","$0.00 "
"449","Greater Boston","ROWLEY","MAIN OFFICE","246562001","161 MAIN ST","ROWLEY","MA","01969-9998","Apr-59","Landlord","4/1/2015","3/31/2020","A","A","None Specified","","","","159 MAIN STREET ROWLEY TRUST","C/O SEREVITCH","42 HEATHER DR","","READING","MA","18673959","1,920","2,208","$35,520.00 ","$18.50 ","$0.00 ","$0.00 "
"450","Greater Boston","RUTLAND","MAIN OFFICE","246613001","26 MAPLE AVE","RUTLAND","MA","01543-9998","Mar-67","USPS (Not Roof)","3/1/2012","2/28/2017","A","A","Reimbursable","","","","NANCY E HEALY","C/O HEALY HLDNGS LLC","PO BOX 815","","WEBSTER","MA","15700815","2,443","20,745","$26,145.00 ","$10.70 ","$28,760.00 ","$11.77 "
"451","Greater Boston","SAGAMORE","MAIN OFFICE","246647002","883 SANDWICH RD","SAGAMORE","MA","02561-9800","May-80","Landlord","5/1/2013","4/30/2018","A","A","Reimbursable","","1","5","TWO GEES REALTY LLC","C/O CECILIA COLLINS","PO BOX 344","","SAGAMORE","MA","25610344","1,720","21,091","$25,000.00 ","$14.53 ","$35,600.00 ","$20.70 "
"452","Greater Boston","SAGAMORE BEACH","MAIN POST OFFICE","246664003","45 MEETINGHOUSE LN","SAGAMORE BEACH","MA","02562-9998","Nov-99","USPS (Not Roof)","11/24/1999","11/23/2019","P","P","Reimbursable","Y","","","JOHN P GATELY JR","AND CAROL ANN GATELY","TRUSTEES OF CAP REALTY TRUST","27 CIRCUIT AVE","SCITUATE","MA","20664349","4,700","69,260","$93,400.00 ","$19.87 ","$0.00 ","$0.00 "
"453","Greater Boston","SALEM","DLBU--MUSEUM PLACE","246681002","1 E INDIA SQUARE MALL STE 118","SALEM","MA","01970-3721","Dec-81","Landlord","11/1/2013","10/31/2018","A","A","None Specified","","1","5","MARLEY PROP SALEM LLC","204 SECOND AVE","","","WALTHAM","MA","24511126","525","525","$15,300.00 ","$29.14 ","$15,600.00 ","$29.71 "
"454","Greater Boston","SALEM","PARKING","246681003","MILL AND MARGIN ST","SALEM","MA","01970-9998","","Landlord","4/1/2002","","X","Z","None Specified","N","","","JOHN J WALSH INSURANCE","AGENCY INC","PO BOX 4407","","SALEM","MA","19706407","0","8,700","$11,140.00 ","$1.28 ","$0.00 ","$0.00 "
"455","Greater Boston","SANDWICH","MAIN OFFICE","246715003","69 ROUTE 6A","SANDWICH","MA","02563-9998","Dec-83","USPS","12/1/2013","11/30/2018","A","A","Reimbursable","","1","5","2 MERCHANTS WAY LLC","C/O LAUREL SCHWARTZ","36 BEACHSIDE AVE","","WESTPORT","CT","68806207","5,600","31,651","$99,400.00 ","$17.75 ","$109,340.00 ","$19.53 "
"456","Greater Boston","SANDWICH","PARKING","246715005","ROUTE 6A/MERCHANT RD","SANDWICH","MA","02563-9998","","Landlord","12/1/2013","11/30/2018","X","Z","None Specified","","","","ELLSWORTH REALTY TRUST","JONATHAN D FITCH TRUSTEE","PO BOX 549","","SANDWICH","MA","25630549","0","6,000","$22,000.00 ","$3.67 ","$0.00 ","$0.00 "
"457","Greater Boston","SCITUATE","GREENBUSH BRANCH","246783006","25 FORD RD","SCITUATE","MA","02066-9991","Feb-55","Landlord","8/1/2012","7/31/2017","A","A","","","","","C CHRISTOPHER FORD","31 S MAIN ST","","","COHASSET","MA","20251852","480","6,000","$13,500.00 ","$28.13 ","$0.00 ","$0.00 "
"458","Greater Boston","SCITUATE","MAIN OFFICE","246783001","108 FIRST PARISH RD","SCITUATE","MA","02066-9998","Mar-69","USPS","3/1/2014","2/28/2019","A","A","Reimbursable","","1","5","NORTHEAST REAL EST GRP INC","PO BOX 648","","","ORINDA","CA","945630583","5,569","37,500","$91,888.50 ","$16.50 ","$98,320.00 ","$17.65 "
"459","Greater Boston","SCITUATE","MINOT BRANCH","246783005","76 GLADES RD UNIT 1","SCITUATE","MA","02066-9993","Feb-55","Landlord","8/1/2012","7/31/2017","A","A","Percentage","","","","MARY A JOYCE","PO BOX 172A","","","MINOT","MA","20550172","540","540","$9,874.00 ","$18.29 ","$0.00 ","$0.00 "
"460","Greater Boston","SCITUATE","NO. SCITUATE STA.","246783004","357 GANNETT RD","SCITUATE","MA","02066-9992","May-86","USPS","5/1/2016","4/30/2021","A","A","Percentage","","2","10","ELLEN M FORD","DAVID L FORD","8 BULLOUGH PK","","NEWTONVILLE","MA","24602479","2,523","4,547","$45,600.00 ","$18.07 ","$47,880.00 ","$18.98 "
"461","Greater Boston","SHARON","MAIN OFFICE","246851001","15 S MAIN ST","SHARON","MA","02067-9998","Jul-60","Shared","1/1/2016","6/30/2025","A","A","Reimbursable","","","","MASS POSTAL HLDGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","6,608","18,730","$114,804.00 ","$17.37 ","$0.00 ","$0.00 "
"462","Greater Boston","SHELDONVILLE","MAIN OFFICE","246919001","1063 WEST ST","SHELDONVILLE","MA","02070-9800","Aug-60","Landlord","11/1/2014","10/31/2019","A","A","None Specified","","","","DAVID L NASUTI, TRUSTEE","GREAT OAKS REALTY TRUST","84 COUNTRY CLUB DR","","FRANKLIN","MA","20381215","596","2,096","$15,000.00 ","$25.17 ","$0.00 ","$0.00 "
"463","Greater Boston","SHERBORN","MAIN OFFICE","246936003","29 N MAIN ST STE 3","SHERBORN","MA","01770-9998","Sep-87","Shared","9/1/2007","8/31/2017","A","A","Percentage","","","","CHRISTOS HADJIGEORGIOU","TRUSTEE","ANEMOTIA REALTY TRUST","PO BOX 1037","SHERBORN","MA","17707037","2,609","3,101","$65,315.00 ","$25.03 ","$0.00 ","$0.00 "
"464","Greater Boston","SHIRLEY","MAIN OFFICE","246953001","23 MAIN ST","SHIRLEY","MA","01464-9998","Jun-62","USPS (Not Roof)","6/1/2012","5/31/2017","A","A","Reimbursable","","","","GENERATIONAL INVESTMENTS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","3,306","17,547","$52,895.00 ","$16.00 ","$0.00 ","$0.00 "
"465","Greater Boston","SHREWSBURY","MAIN OFFICE","247004001","43 MAPLE AVE","SHREWSBURY","MA","01545-9998","Feb-66","USPS (Not Roof)","2/1/2013","1/31/2018","A","A","Reimbursable","","1","5","TRAPELO REALTY INC","BNY MELLON N.A.","RE DEPT, 024-0081","201 WASHINGTON ST","BOSTON","MA","21084403","6,423","34,288","$118,800.00 ","$18.50 ","$130,680.00 ","$20.35 "
"466","Greater Boston","SHREWSBURY","TURNPIKE STATION","247004003","166 BOSTON TPKE","SHREWSBURY","MA","01545-9991","Jan-58","Landlord","1/1/2013","12/31/2017","A","A","None Specified","","1","5","THOMAS REALTY TRUST","176 BOSTON TPKE","","","SHREWSBURY","MA","15453605","1,201","1,376","$15,985.00 ","$13.31 ","$16,750.00 ","$13.95 "
"467","Greater Boston","SOUTH CARVER","MAIN OFFICE","247310001","239 TREMONT ST","SOUTH CARVER","MA","02366-9800","Nov-61","Shared","10/1/2015","9/30/2020","A","A","None Specified","","","","NANU PATEL","AND RAJESHRI PATEL","2789 CRANBERRY HIGHWAY","","WAREHAM","MA","25715019","480","504","$10,360.00 ","$21.58 ","$0.00 ","$0.00 "
"468","Greater Boston","SOUTH CHATHAM","MAIN OFFICE","247327002","2455 MAIN ST","SOUTH CHATHAM","MA","02659-9998","Jun-60","Shared","6/1/2015","5/31/2020","A","A","None Specified","Y","","","ELIZABETH J WOODWORTH","WOODLINC ENTERPRISES LLC","PO BOX 34","","SOUTH YARMOUTH","MA","26640034","2,055","18,991","$43,200.00 ","$21.02 ","$0.00 ","$0.00 "
"469","Greater Boston","SOUTH DENNIS","MAIN OFFICE","247378002","9 MARKET PL","SOUTH DENNIS","MA","02660-9998","May-01","Landlord","5/17/2001","5/16/2021","P","P","Reimbursable","N","1","5","CAPE EXIT 9 REALTY TRUST","PO BOX 271","","","SOUTH DENNIS","MA","26600271","4,071","72,213","$136,533.80 ","$33.54 ","$188,332.20 ","$46.26 "
"470","Greater Boston","SOUTH EASTON","MAIN OFFICE","247412003","704 WASHINGTON ST","SOUTH EASTON","MA","02375-9998","Jan-97","USPS (Not Roof)","4/9/2001","1/9/2017","P","P","None Specified","N","4","20","J & J REALTY TRUST","ALLISON LEONARD TRUSTEE","7 CLARK HILL RD","","NORTH EASTON","MA","23562208","7,112","97,574","$94,611.00 ","$13.30 ","$68,735.00 ","$9.66 "
"471","Greater Boston","SOUTH GRAFTON","MAIN OFFICE","247472001","17 FERRY ST","SOUTH GRAFTON","MA","01560-9998","Aug-65","Landlord","8/1/2015","7/31/2020","A","A","Reimbursable","","1","5","MARC A COTE","EDWARD K RENAUD JR","C/O MARC A COTE","144 WOODLAND RD","WOONSOCKET","RI","28951930","2,624","12,224","$44,500.00 ","$16.96 ","$48,450.00 ","$18.46 "
"472","Greater Boston","SOUTH HARWICH","MAIN OFFICE","247531002","944 ROUTE 28","SOUTH HARWICH","MA","02661-9800","Aug-77","USPS (Not Roof)","8/1/2012","7/31/2017","A","A","Reimbursable","","1","5","PATRICIA THAYER REALTY","TRUST","22 HIGHLAND AVE","PO BOX 354","SOUTH HARWICH","MA","26610354","373","12,100","$6,388.00 ","$17.13 ","$6,700.00 ","$17.96 "
"473","Greater Boston","SOUTH LANCASTER","MAIN OFFICE","247548001","85 SAWYER ST","SOUTH LANCASTER","MA","01561-9800","Jun-57","Shared","6/1/2015","5/31/2020","A","A","Reimbursable","","1","5","DAISY P VINCENT ESTATE","138 FIRE ROAD 12","","","LANCASTER","MA","15233038","1,715","15,901","$26,000.00 ","$15.16 ","$28,600.00 ","$16.68 "
"474","Greater Boston","SOUTH ORLEANS","MAIN OFFICE","247599002","403 S ORLEANS RD","SOUTH ORLEANS","MA","02662-9800","Mar-76","Landlord","3/1/2012","2/28/2017","A","A","None Specified","","","","SPEEDWAY LLC","ATTN TREASURY","PO BOX 7600","","SPRINGFIELD","OH","453237600","1,367","1,390","$18,060.00 ","$13.21 ","$21,545.00 ","$15.76 "
"475","Greater Boston","SOUTH WALPOLE","MAIN OFFICE","247718001","44 SUMMER ST","SOUTH WALPOLE","MA","02071-9998","Feb-55","USPS (Not Roof)","5/1/2014","4/30/2019","A","A","Reimbursable","","1","5","THOMAS C TAYLOR","195 W QUEENS DR","","","WILLAIMSBURG","VA","231854953","434","37,232","$10,140.00 ","$23.36 ","$10,600.00 ","$24.42 "
"476","Greater Boston","SOUTH WELLFLEET","MAIN OFFICE","247735001","1426 ROUTE 6","SOUTH WELLFLEET","MA","02663-9800","Jul-55","USPS (Not Roof)","10/1/2011","9/30/2016","A","A","None Specified","","","","ALAN C KOGOS","PO BOX 762","","","NORTH EASTHAM","MA","26510762","1,056","1,704","$19,775.00 ","$18.73 ","$22,623.00 ","$21.42 "
"477","Greater Boston","SOUTH YARMOUTH","MAIN OFFICE","247786005","1057 ROUTE 28","SOUTH YARMOUTH","MA","02664-9998","Oct-82","USPS (Not Roof)","10/1/2012","9/30/2017","A","A","Percentage","","1","5","LEASEHOLD INC","245 MAIN ST","","","WAREHAM","MA","25712111","9,018","15,208","$108,000.00 ","$11.98 ","$114,750.00 ","$12.72 "
"478","Greater Boston","SOUTH YARMOUTH","W. YARM. CLASS. STA.","247786002","602 ROUTE 28","WEST YARMOUTH","MA","02673-5062","Sep-59","USPS (Not Roof)","1/1/2014","12/31/2018","A","A","Reimbursable","N","1","5","STEVEN KOPLOW TRUSTEE","PO BOX 489","","","BROOKLINE","MA","24460489","1,445","7,935","$28,000.00 ","$19.38 ","$31,500.00 ","$21.80 "
"479","Greater Boston","SOUTHBOROUGH","FAYVILLE STATION","247242002","67 TURNPIKE RD","FAYVILLE","MA","01745-2101","Jan-64","Landlord","1/1/2014","12/31/2018","A","A","None Specified","","","","ELIAS F AOUDE","76 TURNPIKE RD","","","SOUTHBOROUGH","MA","17722102","936","3,288","$28,400.00 ","$30.34 ","$0.00 ","$0.00 "
"480","Greater Boston","SOUTHBOROUGH","MAIN OFFICE","247242003","164 CORDAVILLE RD","SOUTHBOROUGH","MA","01772-9998","May-99","Shared","5/19/2014","5/18/2019","A","A","Percentage","N","2","10","CORDAVILLE ASSOCIATES LLC","259 TURNPIKE ROAD STE 100","","","SOUTHBOROUGH","MA","17721706","5,269","30,600","$101,288.00 ","$19.22 ","$111,416.00 ","$21.15 "
"481","Greater Boston","SPENCER","MAIN OFFICE","247803001","10 MECHANIC ST","SPENCER","MA","01562-9998","Jul-62","USPS (Not Roof)","7/1/2007","6/30/2017","A","A","Reimbursable","","","","MICHAEL M LEHRER","4001 BALLINA DR","","","ENCINO","CA","914363624","5,858","18,720","$93,728.00 ","$16.00 ","$0.00 ","$0.00 "
"482","Greater Boston","STERLING","MAIN OFFICE","247854003","6 CLINTON RD","STERLING","MA","01564-9998","Jul-84","USPS","7/1/2014","6/30/2019","A","A","Reimbursable","","","","JOBITO ASSOCIATES LLP","C/O FRANK W TESSITORE","76 BEDFORD ST STE 38","","LEXINGTON","MA","24204699","2,784","16,000","$50,112.00 ","$18.00 ","$0.00 ","$0.00 "
"483","Greater Boston","STILL RIVER","MAIN OFFICE","247888001","206 STILL RIVER RD","STILL RIVER","MA","01467-9800","Mar-55","Landlord","11/1/2014","10/31/2019","A","A","Percentage","","","","NANCY J HAZEL","150 AYER RD","","","HARVARD","MA","14511102","1,125","4,962","$20,650.00 ","$18.36 ","$0.00 ","$0.00 "
"484","Greater Boston","STOW","MAIN OFFICE","247939002","179 GREAT RD","STOW","MA","01775-9998","Jun-96","Landlord","6/14/2011","6/13/2016","A","A","Reimbursable","","","","ROBERT MASLOW","11756 BANYAN RIM DR","","","WHITTIER","CA","906014714","3,696","81,000","$80,000.00 ","$21.65 ","$92,096.00 ","$24.92 "
"485","Greater Boston","STURBRIDGE","ADDITIONAL PKG - EGRESS","247973002","MAIN ST","STURBRIDGE","MA","01566-9998","","Landlord","9/1/2012","8/31/2017","X","Z","None Specified","","","","LAWRENCE C. BONIFACE","DBA BCL ENTERPRISES","320 MAIN STREET","","STURBRIDGE","MA","15669998","0","3,750","$8,000.00 ","$2.13 ","$0.00 ","$0.00 "
"486","Greater Boston","STURBRIDGE","MAIN OFFICE","247973001","316 MAIN ST","STURBRIDGE","MA","01566-9998","Sep-67","Shared","9/1/2012","8/31/2017","A","A","Reimbursable","","","","PAUL J BILAFER SR","PATRICIA M BILAFER","16 OLD VILLAGE RD","","ACTON","MA","17204618","3,380","15,000","$45,630.00 ","$13.50 ","$0.00 ","$0.00 "
"487","Greater Boston","SUDBURY","EMPLOYEE PARKING","247994003","22 UNION AVENUE","SUDBURY","MA","01776-2258","","Landlord","1/1/2001","","X","Z","None Specified","N","","","BURT MULLEN","22 UNION AVE","","","SUDBURY","MA","17762258","0","0","$10,000.00 ","$0.00 ","$0.00 ","$0.00 "
"488","Greater Boston","SUDBURY","MAIN OFFICE","247994001","18 UNION AVE","SUDBURY","MA","01776-9998","Aug-61","USPS (Not Roof)","9/1/2011","8/31/2016","A","A","Reimbursable","","","","WILLIAM E PETRELL JR & PETER MUNCEY JR","AND PETER MUNCEY JR","SUDBURY PO RLTY TRST","101R MAIN ST","KINGSTON","MA","23642252","5,290","19,427","$126,960.00 ","$24.00 ","$126,960.00 ","$24.00 "
"489","Greater Boston","SUDBURY","RETAIL UNIT","247994002","517 BOSTON POST RD","SUDBURY","MA","01776-3393","Jul-91","USPS (Not Roof)","8/1/2011","7/31/2016","A","A","Percentage","","","","SUDBURY PLAZA TRUST","C/O GRAVESTAR INC","160 SECOND ST","","CAMBRIDGE","MA","21421515","2,525","2,645","$71,000.00 ","$28.12 ","$78,100.00 ","$30.93 "
"490","Greater Boston","SUTTON","MAIN OFFICE","248012002","156 WORCESTER PROVIDENCE TPKE STE 12","SUTTON","MA","01590-9998","Oct-91","USPS (Not Roof)","10/9/2011","10/8/2016","A","A","None Specified","N","2","10","ROUTE 146 SUTTON LLC","50 CABOT ST STE 200","","","NEEDHAM HEIGHTS","MA","24942819","4,680","4,794","$83,910.00 ","$17.93 ","$92,430.00 ","$19.75 "
"491","Greater Boston","TEMPLETON","MAIN OFFICE","248092001","449 PATRIOTS RD","TEMPLETON","MA","01468-9998","Sep-65","USPS (Not Roof)","9/1/2011","8/31/2016","A","A","Reimbursable","","","","RUSSELL L DEANE","AND/OR LILLIAN F DEANE","259 BALD MOUNTAIN RD","","BERNARDSTON","MA","13379694","1,463","12,320","$16,200.00 ","$11.07 ","$16,825.00 ","$11.50 "
"492","Greater Boston","TOPSFIELD","MAIN OFFICE","248160001","4 MAIN ST","TOPSFIELD","MA","01983-9998","Jun-64","Landlord","6/1/2014","5/31/2019","A","A","Percentage","","1","5","TOPSFIELD VILLAGE","SHOPPING CENTRE INC","50 BROAD ST","","SALEM","MA","19703167","3,102","6,266","$83,754.00 ","$27.00 ","$86,856.00 ","$28.00 "
"493","Greater Boston","TRURO","MAIN OFFICE","248211001","16 TRURO CENTER RD","TRURO","MA","02666-9800","Nov-55","USPS (Not Roof)","1/1/2009","12/31/2018","A","A","Percentage","","","","ATLANTIS INC","PO BOX 673","","","TRURO","MA","26660673","1,740","10,920","$55,680.00 ","$32.00 ","$0.00 ","$0.00 "
"494","Greater Boston","TYNGSBORO","MAIN OFFICE","248245002","353 MIDDLESEX RD","TYNGSBORO","MA","01879-9998","Oct-86","USPS (Not Roof)","10/1/1996","9/30/2016","A","A","None Specified","Y","","","QWEST INC","7 BALDWIN RD","","","WESTFORD","MA","18862063","3,372","3,780","$45,660.00 ","$13.54 ","$47,950.00 ","$14.22 "
"495","Greater Boston","UPTON","MAIN OFFICE","249248001","116 MAIN ST","UPTON","MA","01568-9998","Jul-51","USPS (Not Roof)","12/1/2011","11/30/2016","A","A","Percentage","","","","MICHAEL POIRIER, TRUSTEE","P.O. SQUARE REALTY TRUST","16 PLUMBLEY RD","","UPTON","MA","15681425","2,837","3,877","$41,136.50 ","$14.50 ","$43,193.00 ","$15.22 "
"496","Greater Boston","UXBRIDGE","MAIN OFFICE","248296002","287 MILLVILLE RD","UXBRIDGE","MA","01569-9998","Jun-98","Shared","6/1/1998","5/31/2018","P","P","Reimbursable","N","","","S.A.W. REALTY TRUST","C/O JOHN W AUDET, TRUSTEE","9 LUNDVALL RD","","MENDON","MA","17561353","6,955","32,856","$115,620.00 ","$16.62 ","$0.00 ","$0.00 "
"497","Greater Boston","WAKEFIELD","EMPLOYEE PARKING","248330002","13 Yale Avenue","WAKEFIELD","MA","01880-9998","","Landlord","4/1/2015","3/31/2020","X","Z","None Specified","","1","5","RUTH M MC DONALD","80 CONVERSE ST","","","STONEHAM","MA","21804606","0","16,000","$28,248.00 ","$1.77 ","$30,508.00 ","$1.91 "
"498","Greater Boston","WAKEFIELD","GREENWOOD STATION","248330003","1179 MAIN ST STE 1","WAKEFIELD","MA","01880-9991","Oct-00","Landlord","10/1/2015","9/30/2020","A","A","Percentage","N","","","JOSEPH TORRETTA","500 EASTERN AVE","","","LYNN","MA","19021539","1,195","7,392","$24,461.00 ","$20.47 ","$0.00 ","$0.00 "
"499","Greater Boston","WAYLAND","ADDITIONAL PARKING I","248483003","73 PELHAM ISLAND ROAD","WAYLAND","MA","01778-9998","","Landlord","1/1/2013","12/31/2017","X","Z","None Specified","","","","CHRIS D'ANTONIO & PAUL WILEY","PELHAM ISLAND RD RLTY TRUST","C/O CHADWICK PROPERTIES, INC","73 PELHAM ISLAND ROAD","WAYLAND","MA","17782605","0","6,000","$11,085.00 ","$1.85 ","$0.00 ","$0.00 "
"500","Greater Boston","WAYLAND","COCHITUATE STATION","248483004","148 COMMONWEALTH RD","WAYLAND","MA","01778-4837","Jan-87","Shared","1/1/2012","12/31/2016","A","A","Reimbursable","N","1","5","MIDDLESEX SAVINGS BANK","6 MAIN ST","","","NATICK","MA","17604506","2,634","2,634","$73,575.00 ","$27.93 ","$91,968.00 ","$34.92 "
"501","Greater Boston","WAYLAND","MAIN OFFICE","248483002","277 BOSTON POST RD","WAYLAND","MA","01778-9998","Jan-70","Shared","1/1/2010","12/31/2019","A","A","Reimbursable","","","","M H PARSONS & SONS","LUMBER COMPANY","PO BOX 450","","YORK","ME","39090450","5,682","23,636","$145,000.00 ","$25.52 ","$0.00 ","$0.00 "
"502","Greater Boston","WEBSTER","DUDLEY BRANCH","248500001","124 W MAIN ST","DUDLEY","MA","01571-9100","May-66","Landlord","5/1/2016","4/30/2021","A","A","Reimbursable","","1","5","HEALY HOLDINGS LLC","PO BOX 815","","","WEBSTER","MA","15700815","2,684","18,714","$30,970.00 ","$11.54 ","$32,520.00 ","$12.12 "
"503","Greater Boston","WELLFLEET","MAIN OFFICE","248517002","2357 STATE HWY RTE 6","WELLFLEET","MA","02667-9800","Feb-88","USPS (Not Roof)","2/1/2013","1/31/2018","A","A","None Specified","","2","10","WELLFLEET COMMERCE CTR LLC","PO BOX W","","","HYANNIS","MA","26011420","5,350","20,810","$93,625.00 ","$17.50 ","$104,860.00 ","$19.60 "
"504","Greater Boston","WENHAM","MAIN OFFICE","248568001","146 MAIN ST","WENHAM","MA","01984-9998","Jan-62","Landlord","6/1/2014","5/31/2019","A","A","Reimbursable","","","","STEPHEN C ARCHER","MULBERRY CHAPMAN LLC","PO BOX 7042","","BEVERLY","MA","19150090","1,643","6,220","$37,800.00 ","$23.01 ","$0.00 ","$0.00 "
"505","Greater Boston","WEST BARNSTABLE","MAIN OFFICE","248602002","1165 MAIN ST","WEST BARNSTABLE","MA","02668-9998","Oct-79","Landlord","10/1/2014","9/30/2019","A","A","Reimbursable","","1","5","CAPE COD CO-OPERATIVE","BANK","25 BENJAMIN FRANKLIN WAY","","HYANNIS","MA","26011880","2,672","5,807","$40,614.00 ","$15.20 ","$42,752.00 ","$16.00 "
"506","Greater Boston","WEST BOXFORD","MAIN OFFICE","248653001","561 MAIN ST","WEST BOXFORD","MA","01885-9800","Aug-57","USPS (Not Roof)","8/1/2013","7/31/2018","A","A","Percentage","","","","DIBCO ASSOCIATES INC","71 PENNI LANE","","","NORTH ANDOVER","MA","18456208","512","512","$12,850.00 ","$25.10 ","$0.00 ","$0.00 "
"507","Greater Boston","WEST BOYLSTON","MAIN OFFICE","248670003","67 W BOYLSTON ST UNIT 5","WEST BOYLSTON","MA","01583-9998","Feb-92","USPS (Not Roof)","2/15/2012","2/14/2017","A","A","Percentage","N","3","15","W BOYLSTON SQ RLTY TRST","C/O WESTFORD GRP INC","48 JUNCTION SQUARE DR","","CONCORD","MA","17423049","6,443","97,005","$101,775.00 ","$15.80 ","$151,455.00 ","$23.51 "
